Country Name,Country Code,Series Name,Series Code,1990 [YR1990],2000 [YR2000],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Peru,PER,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,6261.23955861905,3.76304288706612,8.29191681605342,2.39288555308062,1.94467384725199,1.5621277424154,6.00853928873757,5.16630943846057,2.11190077558139,1.4682246569881,3.02195460934776,..
Peru,PER,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,..,8.9809315278278,7.37836255075882,7.31161597729808,7.73400010491144,7.88771904096121,7.20870501553178,7.50756274490409,7.4474785647418,..,..,..
Peru,PER,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,..,31.5886111588817,39.2854465153183,41.1066506134227,39.1918764323126,36.974595003276,38.4133255164309,38.9467248225719,36.7902748480825,..,..,..
Peru,PER,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,..,59.4304573132905,53.3361909339229,51.5810512601001,53.074123462776,55.1376859557628,54.3779694680373,53.545712432524,55.7622465871757,..,..,..
Peru,PER,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,16.1251810979307,16.7870696337698,29.9721131012408,30.4984568335824,28.3929622580951,25.1860305861063,26.5597603689569,29.6552531471676,27.1324589209178,24.127137976026,22.3986949912528,..
Peru,PER,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,14.1474782028591,18.7918981484189,20.8586683207713,23.3774852229404,28.0726406007989,21.2325129390165,23.4525360538518,25.5864149641367,25.1413632338663,24.7112490760327,23.9214794192404,..
Peru,PER,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,13.8802056166138,18.3972631669689,19.1936343117638,22.2675352674833,27.4682863908303,20.8565553049942,25.1747420007618,25.7330957608871,26.1963452081353,27.7929429981569,26.1748761955556,..
Peru,PER,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,12.8080092861637,18.21590844137,20.121095279864,20.970709473979,20.9736672405027,18.9038777235216,20.1454020421792,20.9439821208537,21.5050384744561,..,..,..
Peru,PER,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,-8.29502931088235,-2.14823550123607,1.91920430051195,1.79163727587188,2.11605361592119,-1.14089917119939,0.50051250718706,1.31514556005947,2.03190374782162,..,..,..
Peru,PER,Time required to start a business (days),IC.REG.DURS,..,..,74,74,66.5,40.5,27,26,26,26,26,26
Peru,PER,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,20.6654666877515,27.169936416489,15.3059189880924,16.8777342496615,19.6672221054285,19.7478913937495,18.7380532720286,19.192331646312,18.442823326724,22.0603214178766,24.8205209885463,..
Peru,PER,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,11.0160078695488,12.7975730029942,15.8092951699788,16.4074684016428,16.3734005675953,14.4124689225387,15.3593468851891,16.077455178187,16.540335479081,..,..,..
Peru,PER,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.74333864764378,1.78896909470822,1.38565068979005,1.19639779787608,1.13871356253967,1.42148230117145,1.31684160840044,1.18728162621799,1.23412897225014,1.46572525142106,1.44563702388007,..
Peru,PER,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.00757852906262552,4.89943492481562,32.535769368201,54.4232697846438,73.1925741506876,85.3670503139474,99.4953290573742,109.611814490462,98.0001100447515,98.0829812662485,103.610657544261,..
Peru,PER,Internet users (per 100 people),IT.NET.USER.P2,0,3.07643061137675,20.7,25.2,30.57,31.4,34.77,36.01,38.2,39.2,40.2,..
Peru,PER,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,4.37692251320074,2.71748719282938,2.50898343966235,2.7472799260996,3.46490187551227,6.58528753392061,6.21885514750952,3.48299745038225,3.58081782276752,3.84667332301103,..
Peru,PER,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,..,..,80,78.8888888888889,80,81.1111111111111,81.1111111111111,81.1111111111111,83.3333333333333,88.8888888888889,98.8888888888889,93.3333333333333
Peru,PER,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,22.8081929260387,28.3302389668653,44.5489724115497,47.4322921952605,50.1523289746738,40.2461389212303,44.3257769768021,49.3204490716907,46.5460980215105,42.5225725018868,40.3128794638412,..
Peru,PER,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,114.1414141414,100,171.092624811,186.4097297389,178.1058626683,173.158468482,214.3867168611,242.9979296974,232.6521338003,217.5194291741,205.9010517409,..
Peru,PER,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,20292433000,28812916000,29294277000,32239017000,34719590000,37389856000,42153894000,45012108000,54149551000,56661391000,66468654000,..
Peru,PER,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,11.0544843568946,27.9407990029123,13.1347379267469,27.8619085822755,14.5601202490493,13.425645689253,16.7184725211615,7.87061812132512,11.3388742556544,14.0151618698677,10.8661926359882,..
Peru,PER,Net migration,SM.POP.NETM,..,..,..,-489999,..,..,..,..,-240000,..,..,..
Peru,PER,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,87000000,717663818.4,1837494274.23837,2130814663.09079,2443644584.72294,2408698137.26314,2533910907.29577,2696961722.55353,2787954662.52377,2707246389.78562,2638979869.03886,..
Peru,PER,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,41000000,809696760.032968,3466531061.27322,5490961307.08952,6923651284.62579,6430652960.91184,8454627587.91059,7664946686.64279,11917886684.9768,9297768036.99972,7884539123.8287,..
Peru,PER,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,397080000,396840000,463440000,307030000,463020000,441170000,-299530000,598970000,385340000,359790000,324830000,..
Colombia,COL,"Population, total",SP.POP.TOTL,34271563,40403959,43835744,44374647,44901660,45416276,45918101,46406446,46881018,47342363,47791393,48229000
Colombia,COL,Population growth (annual %),SP.POP.GROW,1.90627002615686,1.45765832224384,1.26287097636306,1.22187351991691,1.18064722772051,1.13957778918184,1.09888536231866,1.05789753706056,1.01744880528768,0.97926582949045,0.944004217769977,..
Colombia,COL,Surface area (sq. km),AG.SRF.TOTL.K2,1141750,1141750,1141750,1141750,1141750,1141750,1141750,1141750,1141748,1141749,1141749,1141749
Colombia,COL,Population density (people per sq. km of land area),EN.POP.DNST,30.8891960342497,36.4163668319063,39.5094583145561,39.9951753041911,40.4701757548445,40.9340027039207,41.3863010365029,41.8264497521406,42.2541847679135,42.6699981973862,43.074712032447,..
Colombia,COL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,42,40.3,37.2,34.1,32.7,30.6,28.5,27.8
Colombia,COL,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,15.87,20.71,17.39,10.71,9.28,8.06,6.58,7.09,6.12,..,..
Colombia,COL,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,41685437781.735,93539833747.3766,150476696774.495,180459214718.757,209434268298.435,231041671087.988,254321063270.111,286989836683.344,334854971407.994,367616229857.205,380998100838.304,..
Colombia,COL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1220,2320,3430,4070,4660,5090,5540,6180,7140,7770,7970,..
Colombia,COL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,158252970615.985,260328033275.121,378907830867.739,414811908728.618,437139538175.485,449328659751.283,471240422818.843,508891489836.016,542082687210.438,579299943507.716,616946010164.154,..
Colombia,COL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,4620,6440,8640,9350,9740,9890,10260,10970,11560,12240,12910,..
Colombia,COL,Income share held by lowest 20%,SI.DST.FRST.20,..,1.9,2.19,2.42,2.93,3.06,3.19,3.35,3.29,3.35,..,..
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.2971951219512,70.9887073170732,72.4914390243902,72.705512195122,72.9071707317073,73.0969512195122,73.2778536585366,73.4548048780488,73.6307804878049,73.8097317073171,73.9931463414634,74.1820243902439
Colombia,COL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.994,2.389,2.157,2.118,2.08,2.044,2.01,1.978,1.948,1.922,1.897,1.875
Colombia,COL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,79.8848,85.107,68.2118,63.685,62.4794,61.2738,60.0682,58.8626,57.657,54.6654,51.6738,..
Colombia,COL,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,66.1,76.9,..,..,..,..,79.1,..,..,..,..,..
Colombia,COL,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,80.6,88.3,..,..,..,..,95.6,99.3,99.3,99.05,..,..
Colombia,COL,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,35.1,25.1,20.9,20.3,19.7,19.1,18.5,18,17.4,16.9,16.4,15.9
Colombia,COL,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,4.90000009536743,..,..,..,..,3.40000009536743,..,..,..,..,..
Colombia,COL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,82,88,95,93,95,89,88,88,94,92,91,..
Colombia,COL,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,71.6812,94.98594,115.74593,118.5662,119.1839,124.105,..,..,..,..,..,..
Colombia,COL,"Gross enrollment ratio, primary, both sexes (%)",SE.PRM.ENRR,101.68601,120.91094,128.71629,129.41521,129.49889,129.68515,..,..,..,..,..,..
Colombia,COL,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,..,69.93158,87.77696,91.60233,93.97066,99.23594,..,..,..,..,..,..
Colombia,COL,"Gross enrolment ratio, primary and secondary, gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,1.03794,1.04253,1.0463,1.04366,1.04635,..,..,..,..,..,..
Colombia,COL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,..
Colombia,COL,Forest area (sq. km),AG.LND.FRST.K2,644170,617984.4,598881.5,595749.4,592617.4,589485.3,586353.2,586086,585818.9,585551.7,585284.6,585017.4
Colombia,COL,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,11.58,12.34,..,..,..,..,..,..,..,..,17.37,..
Colombia,COL,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,..,..,..,..,..,0.548717948717949,..,0.548717948717949,..
Colombia,COL,Improved water source (% of population with access),SH.H2O.SAFE.ZS,88.4,89.9,90.6,90.7,90.8,90.9,91,91.1,91.2,91.3,91.3,91.4
Colombia,COL,Improved sanitation facilities (% of population with access),SH.STA.ACSN,69,74.6,77.5,78,78.4,78.9,79.3,79.8,80.2,80.6,81.1,81.1
Colombia,COL,Urban population growth (annual %),SP.URB.GROW,2.67670169556099,1.8859049544542,1.66298687219102,1.61770056576167,1.57222645049024,1.52695404416978,1.48210143480138,1.43699596318022,1.39114769996313,1.34893660629732,1.30968960784364,..
Colombia,COL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,706.784368136347,638.885808195182,649.375860941245,637.510761494058,659.610246035447,676.042857410854,679.530366467028,673.434311259259,673.829309764562,668.504125998104,..,..
Colombia,COL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.67302588446287,1.43362020538631,1.43582342300384,1.4068996424918,1.45114730724877,1.48476425059598,1.71139067793766,1.56062909881097,..,..,..,..
Colombia,COL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,841.864142583751,829.398921031476,947.126618861539,974.385215954507,974.217879695316,1049.97600419726,1077.98447501128,1121.39593710753,1149.95369767781,1177.10643213986,..,..
Colombia,COL,GDP at market prices (current US$),NY.GDP.MKTP.CD,40274204595.2296,99886577575.5444,162590146096.414,207416494642.379,243982437870.84,233821670544.258,287018184637.529,335415156702.186,369659700375.52,380063456192.64,377739622865.838,..
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.04203847765552,4.41999299958138,6.69751525770525,6.90062765541227,3.54680488578106,1.65154924529054,3.97180070473753,6.58951151557115,4.0439438063715,4.93628950050969,4.55250099165391,..
Colombia,COL,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,26.1051392222403,31.7613475924602,5.77509106238534,5.03975733215944,7.55569950745671,3.40790693238087,3.85625889520473,6.72521171695644,2.98898695559318,1.89779682616209,1.82611083179856,..
Colombia,COL,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,16.7480927927373,8.94956311457198,8.08593649440658,7.82987887494291,7.5155433858248,7.46625503668235,7.0984803710419,6.84885713830899,6.32670623291875,5.96069531760147,6.27599760991167,..
Colombia,COL,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,37.889550066766,29.4224638167923,33.7962340570984,33.6927705156044,35.487482074093,34.4973665885518,34.9574764342312,37.5769174306085,37.7851674271131,37.1961579221828,36.0082645223063,..
Colombia,COL,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,45.3623571404967,61.6279730686357,58.117829448495,58.4773506094527,56.9969745400822,58.0363783747658,57.9440431947269,55.5742254310825,55.8881263399681,56.8431467602157,57.715737867782,..
Colombia,COL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,20.5654291500714,15.915139715438,17.6374974602629,16.5392324252097,17.7894839893603,16.0308096550658,15.9359837335115,18.7361064956267,18.2587618932916,17.6153138934217,16.0383097578265,..
Colombia,COL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,14.8209502320581,16.7519457538687,20.5364445764239,19.7906614208299,20.2625774078448,18.249192009464,17.7648626230447,19.9327626981387,20.0373359026858,20.2208496361176,21.4378855045017,..
Colombia,COL,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,18.5039423595527,14.8956270290748,22.4030862364482,23.0270117288991,23.4872012781017,22.4400422473531,22.1262047551585,23.876340148477,23.8525231843912,24.1685756000997,25.952057258329,..
Colombia,COL,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,15.4943500335279,..,..,21.7403147077992,20.821839327549,21.5402186449545,23.4589996094868,26.4253616705673,25.5500998058607,..,..
Colombia,COL,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,..,-3.12229442751437,..,..,-5.80539106076357,-7.26503774773574,-4.68188806844844,-1.33060389308882,2.51624805037215,-5.50365196972701,..,..
Colombia,COL,Time required to start a business (days),IC.REG.DURS,..,..,41,40,34,18,10,10,11,11,11,11
Colombia,COL,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,36.4464382803307,30.3835842825048,51.6835328571209,52.5695637480372,55.476518489132,62.0072423529404,65.9885572633336,65.1436763993678,69.5747085558556,69.842411865536,71.0590212263501,..
Colombia,COL,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,11.2197546517304,..,..,12.9356108850604,12.5980428348846,12.1229135599386,14.5554015018671,13.2721331875226,13.3548701029808,..,..
Colombia,COL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.20979485886035,3.03168353865852,3.27613063886762,3.26673966297973,3.70974427551673,3.86329454054022,3.63114856383642,3.07278341135743,3.16677706852945,3.28993589644312,3.1360096911732,..
Colombia,COL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,5.65642865564335,67.8872831756854,76.2749348909028,91.6101235892505,92.0464098066481,95.7645525770184,98.1342533172899,102.85493838968,104.084543899334,113.081145429323,..
Colombia,COL,Internet users (per 100 people),IT.NET.USER.P2,0,2.207532992624,15.3416745365682,21.8,25.6,30,36.5,40.3509157546318,48.98,51.7,52.57,..
Colombia,COL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,7.74042072884859,4.07588776257187,2.90919707802874,3.72376287727985,5.22002165915271,5.05631980898406,4.32738499185479,5.18998657395802,7.39397658376378,7.71173024339459,..
Colombia,COL,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,..,..,75.5555555555556,85.5555555555556,82.2222222222222,85.5555555555556,84.4444444444444,84.4444444444444,84.4444444444444,81.1111111111111,81.1111111111111,84.4444333333333
Colombia,COL,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,30.6796872196045,24.6069097536262,31.0923830341,30.3198909558424,31.6804429345519,28.1200018146114,27.9420943977857,33.1372944666592,32.2385290792959,31.1013516490484,31.4565390568526,..
Colombia,COL,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,81.25,100,117.6054620895,129.5018097363,137.4537107132,130.9083777825,149.4330043196,167.7031417803,167.7030685866,161.1432537285,145.9209946334,..
Colombia,COL,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,17404181000,33231065000,37636042000,43421210000,46270701000,53054461000,63819389000,73582484000,76557950000,89264623000,102345118000,..
Colombia,COL,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,43.326301794815,29.7961326495259,33.3358608479135,23.0583476125427,17.1885849354632,21.6040676254109,20.2665308020982,15.1266542343293,21.1788325336783,14.0177911545277,19.4710909873342,..
Colombia,COL,Net migration,SM.POP.NETM,..,..,..,-143000,..,..,..,..,-144998,..,..,..
Colombia,COL,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,495000000,1610122925,3899159914.34258,4460194476.64541,4826851232.37512,4124862554.30564,4030846325.68114,4101315891.06111,4018674668.2006,4449831680.49205,4165731073.41833,..
Colombia,COL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,500000000,2436459923.42856,6750618034.74878,8885767539.67293,10564672090.7627,8034594779.63952,6429943091.26011,14647755353.7554,15039372277.4535,16208664127.1613,16151013401.8753,..
Colombia,COL,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,88540000,185940000,1005240000,722780000,972010000,1059450000,674700000,1013780000,762970000,854090000,1221310000,..
Mexico,MEX,"Population, total",SP.POP.TOTL,85609404,102808590,111382857,113139374,114972821,116815612,118617542,120365271,122070963,123740109,125385833,127017000
Mexico,MEX,Population growth (annual %),SP.POP.GROW,2.01499408085036,1.51125629236518,1.47874567106962,1.56470281743933,1.60753043686233,1.59009645450786,1.53076587183814,1.46266598582924,1.4071495144712,1.35809314149312,1.32121763533464,..
Mexico,MEX,Surface area (sq. km),AG.SRF.TOTL.K2,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380
Mexico,MEX,Population density (people per sq. km of land area),EN.POP.DNST,44.0388919468093,52.8864374083696,57.2971820262867,58.2007633941202,59.1439188250727,60.0918809640166,61.0188235294118,61.9178842048407,62.7953203528897,63.6539566346871,64.5005442526814,..
Mexico,MEX,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,49,..,52,..,51.6,..,53.2,..
Mexico,MEX,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,11,3.29,..,3.8,..,3.8,..,2.68,..,..,..
Mexico,MEX,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,235630770919.53,591218052474.576,921879304539.138,1000699963298.06,1074555372816.24,988663189006.959,1026315542981.48,1068139659254.1,1167292090151.23,1202799799861.86,1237532849257.27,..
Mexico,MEX,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2750,5750,8280,8840,9350,8460,8650,8870,9560,9720,9870,..
Mexico,MEX,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,498385724518.97,1037531569720.05,1432295322504.92,1516235880877.06,1611371990239.82,1597655996481.26,1710131674799.62,1859263501052.32,1941681912726.62,1939752598506.71,2111206363245.18,..
Mexico,MEX,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,5820,10090,12860,13400,14020,13680,14420,15450,15910,15680,16840,..
Mexico,MEX,Income share held by lowest 20%,SI.DST.FRST.20,..,3.89,4.72,..,4.76,..,4.72,..,4.86,..,..,..
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.7957317073171,74.2997317073171,75.4387804878049,75.5879268292683,75.7324634146342,75.8774146341463,76.0267804878049,76.1856585365854,76.3540975609756,76.5326585365854,76.7218536585366,76.9206829268293
Mexico,MEX,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.478,2.747,2.483,2.447,2.415,2.385,2.356,2.328,2.3,2.272,2.243,2.213
Mexico,MEX,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,83.3132,79.6914,72.2838,71.174,70.1332,69.0924,68.0516,67.0108,65.97,64.7146,63.4592,..
Mexico,MEX,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,..,70,70.9,..,..,72.5,..,..,..,..,..,..
Mexico,MEX,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,83.8,..,93.4,93.7,..,95.3,94.08,..,96,..,..,..
Mexico,MEX,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,46.6,25.6,18.9,18.4,17.9,17.4,16.8,16,15.3,14.5,13.8,13.2
Mexico,MEX,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,3.40000009536743,..,..,..,..,..,2.79999995231628,..,..,..
Mexico,MEX,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,75,96,96,96,96,96,95,98,99,89,97,..
Mexico,MEX,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,86.66276,95.0646,97.11737,97.02297,95.40584,92.98161,92.57442,92.60792,98.85065,102.82186,..,..
Mexico,MEX,"Gross enrollment ratio, primary, both sexes (%)",SE.PRM.ENRR,110.74988,106.2462,101.7455,101.63245,101.85312,102.90728,103.40654,104.03604,104.65144,104.32491,..,..
Mexico,MEX,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,52.67737,69.91109,80.90894,81.81571,83.25813,82.57072,83.18589,83.52263,85.09176,87.03738,..,..
Mexico,MEX,"Gross enrolment ratio, primary and secondary, gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.96801,0.99969,1.02902,1.03028,1.03239,1.0339,1.03189,1.02977,1.02916,1.02584,..,..
Mexico,MEX,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.7,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,..
Mexico,MEX,Forest area (sq. km),AG.LND.FRST.K2,697600,678560,669660,668490,667320,666150,664980,664064,663148,662232,661316,660400
Mexico,MEX,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,1,3.62,..,..,..,..,..,..,..,..,6.02,..
Mexico,MEX,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,19.3031784841076,..,..,..,..,19.6332518337408,..,19.6332518337408,..
Mexico,MEX,Improved water source (% of population with access),SH.H2O.SAFE.ZS,82.3,88.6,92,92.5,93,93.6,94.1,94.6,95.1,95.6,96.1,96.1
Mexico,MEX,Improved sanitation facilities (% of population with access),SH.STA.ACSN,66.2,74.7,79.4,80.1,80.9,81.6,82.3,83,83.7,84.4,85.1,85.2
Mexico,MEX,Urban population growth (annual %),SP.URB.GROW,2.6653907358875,1.88802676661471,1.88286654949904,1.96329640396283,2.0019510448594,1.97781011976104,1.91441062437674,1.838444398731,1.7764204863226,1.71965106884962,1.67640822347046,..
Mexico,MEX,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1430.93850997958,1408.55529678989,1534.152863398,1551.28978351957,1572.87888935073,1500.42484047423,1486.02715102628,1525.35269911867,1545.49833444011,1545.77545264648,1510.11919344987,..
Mexico,MEX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.67122326888294,3.72058829909057,3.99784272008753,4.05576203736111,4.12698810791117,3.85714959914776,3.75209081638195,3.87610761080744,..,..,..,..
Mexico,MEX,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1161.9751493656,1717.44403847966,1877.5600270336,1905.74680040213,1908.34666916627,1863.53515829716,1903.9848254485,2074.24448867813,2037.24123975331,2056.96440755519,..,..
Mexico,MEX,GDP at market prices (current US$),NY.GDP.MKTP.CD,262709785592.711,683647980782.407,965281191371.844,1043124412346.04,1101275294482.33,893368974136.974,1049925441358.02,1169362160456.56,1184499844413.23,1258773797056.06,1294689733233.03,..
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.06830631231927,5.29647383846377,4.94451434826912,3.22483781990499,1.37994316666324,-4.74367193631288,5.1991248920523,3.9195839325612,4.03888599848953,1.39489958858312,2.23079466200883,..
Mexico,MEX,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,28.1304929098677,10.8175392546191,6.18290931296303,4.96682687370824,6.05778857742439,3.40118614565985,4.46173575468363,5.37086205965112,3.210193486786,1.6450420131286,4.70900497019117,..
Mexico,MEX,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,7.84787690861645,3.53531324882053,3.19520469176241,3.28662527644412,3.29099253404323,3.34543380796016,3.34491959834003,3.19588159540356,3.3450752909007,3.2791457635693,3.29938583564899,..
Mexico,MEX,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,28.418501909662,34.8580098567041,36.4292126589945,36.1124583571728,36.5558510293067,34.3528158216817,35.1282666768422,36.3808983444265,36.4167982709945,34.4832136247981,34.381469522034,..
Mexico,MEX,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,63.7336211817215,61.6066768944753,60.3755826492431,60.6009163663831,60.1531564366501,62.3017503703581,61.5268137248178,60.4232200601699,60.2381264381048,62.2376406116325,62.319144642317,..
Mexico,MEX,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,18.6007926706848,26.2767044118625,27.6010925789207,27.7498108216581,27.8981782292643,27.3286714477325,29.9058822879105,31.3131366164732,32.7027903725844,31.8566781299258,32.3924664278726,..
Mexico,MEX,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,19.7053901044648,26.8543468507975,28.8540030486397,29.3339188907359,30.1729079405125,28.8052105762248,31.1104941823144,32.5629378078399,33.8231787634903,32.7459499586175,33.4647512076985,..
Mexico,MEX,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,23.1416152169065,22.5054710859179,23.5074796850663,23.3997389133333,24.4362960276695,22.9473710627499,22.0812356637866,22.2947628395502,23.0918835312543,21.718697038432,21.5976668557804,..
Mexico,MEX,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,15.3302721347895,12.5399468901645,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,-2.54514321577446,-0.995374334090873,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,Time required to start a business (days),IC.REG.DURS,..,..,..,..,..,..,..,..,..,6.3,6.3,6.3
Mexico,MEX,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,37.344962464321,29.0003556435384,34.3998606297874,36.9538318677304,37.0154074002382,43.1715993953228,44.4593263123778,44.9348073874062,46.7354489850084,49.6040445240444,50.1846544189648,..
Mexico,MEX,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,11.7826894954672,9.91254786267169,..,..,..,..,..,..,..,..,..,..
